1.041476e+03	1.012669e+01	1.042542e+03	6.409553e+01	9.726022e+02	6.547708e+01	9.715362e+02	1.150825e+01	-1.131634e+00	9.670692e+02	5.817470e+00	7.994025e+01	6.396883e+01	
1.153949e+03	1.645700e+02	1.151868e+03	1.092644e+02	1.234176e+03	1.061669e+02	1.236258e+03	1.614725e+02	1.778448e+02	1.147908e+03	1.027156e+02	9.230869e+01	6.530567e+01	
1.149205e+03	2.228814e+02	1.149205e+03	1.774926e+02	1.229208e+03	1.774926e+02	1.229208e+03	2.228814e+02	180	1.144205e+03	1.724926e+02	9.000314e+01	5.538880e+01	
1.149141e+03	2.961348e+02	1.145663e+03	2.439292e+02	1.220818e+03	2.389222e+02	1.224296e+03	2.911278e+02	1.761884e+02	1.142402e+03	2.364257e+02	8.515466e+01	6.220561e+01	
1.149544e+03	3.637204e+02	1.152834e+03	3.018058e+02	1.230824e+03	3.059505e+02	1.227534e+03	3.678650e+02	-1.769580e+02	1.146189e+03	2.988781e+02	8.799057e+01	7.191457e+01	
1.160224e+03	4.264791e+02	1.162280e+03	3.744392e+02	1.232220e+03	3.772023e+02	1.230164e+03	4.292422e+02	-1.777376e+02	1.156252e+03	3.708207e+02	7.994025e+01	6.203993e+01	
1.158221e+03	5.010343e+02	1.156232e+03	4.463284e+02	1.232210e+03	4.435653e+02	1.234199e+03	4.982712e+02	1.779172e+02	1.152226e+03	4.399468e+02	8.597799e+01	6.470597e+01	
1.170750e+03	5.669612e+02	1.171879e+03	5.131360e+02	1.237794e+03	5.145176e+02	1.236665e+03	5.683427e+02	-1.787993e+02	1.166314e+03	5.088268e+02	7.591509e+01	6.382515e+01	
1.166960e+03	4.952644e+01	1.176876e+03	3.580943e+00	1.241430e+03	1.751342e+01	1.231514e+03	6.345893e+01	-1.678208e+02	1.166918e+03	5.547184e+00	7.455347e+01	5.594550e+01	
5.966398e+02	4.452816e+00	5.994071e+02	4.502024e+01	5.475148e+02	4.856009e+01	5.447475e+02	7.992667e+00	-3.902405e+00	5.411312e+02	1.222742e+00	6.189231e+01	5.056742e+01	
